"sku","cost_price","edmonton"
3oljlby2y3,13316,3
34k9wa88ke,17250,1
372kdjbj9e,6664,2
e2m7r2rra3,7851,3
34x9mdga4n,4147,5
3lm9al9poe,18194,2
rnqpb9bgke,14721,3
e258pxd4ke,7645,6
3z7lrkxjwn,8478,1
3xopozk6p3,5674,1
83z47v7wn4,4412,2
e2a6qdj8k3,796,2
3zd9kqdr7n,2926,3
ekbzbw662e,17309,3
nb4qqjyg9e,11516,1
3axv77z9mn,7305,2
3p2758qwke,4562,4
nbybkb75ye,6714,2
3xy4gr7zle,3270,7
3zxadjwoje,18648,1
nqd9y7ayoe,1064,3
ng9r75g7ae,14261,2
3zx26kvx4e,13883,2
374om99bv3,3851,2
3xy55r6w4e,6363,2
er5xkmkw83,3367,5
3xqaaj6mkn,8150,1
3obgkw6p9n,3654,7
3xxkqz8zx3,3426,2
3ww967dkq3,28698,1
e5pqy5xgr3,1363,2
nvvmrqox2n,4645,10
3ax75442dn,11011,1
erbg8jmx93,13766,1
38kkxkd2j3,13354,4
nvz72dy423,9015,8
3675loqa8e,5029,7
36v7agjmje,11519,1
3746jy4op3,3624,1
4ngk7g6zr3,11074,2
3wodxx5mqe,8165,1
36pdp9j2je,4865,5
erqmw2kx83,5011,1
3wopry86xe,9280,2
73ojmjgp6e,1322,2
nvqwqq8kj3,15787,1
nvzaqzdaj3,1919,7
34kq96ak4e,4527,2
nv9924xk2e,7959,1
346yjblmmn,4331,2
3z76kapa6n,9217,2
34g2m4bmp3,4888,2
nyrqq2jkye,6221,2
nyddl8rzln,1992,5
3jrrpzmxon,8786,1
er2k4kox83,27002,1
ergmrmy77n,22999,2
e2jb5j8o63,26944,1
39grl47m7e,17099,6
e52pwk864e,3033,1
nvrdarq9be,19767,2
3oo9bjx763,15958,3
3pg8bg7xz3,2280,5
nyrmrdqzle,13971,4
39rd96lzg3,9362,2
38wvlpx6d3,8840,2
nydw5r99zn,13778,2
ekgmx9qj53,27158,1
ek97624w4n,1508,2
3j77byvbx3,13561,1
3lrpk66wz3,8649,1
ekbrvd4zde,12681,1
nb8mwlxkmn,882,2
nvo9ypqyqe,1322,3
g38jbo7o5n,3685,1
39zjxyd2dn,25376,2
e2gag2abj3,12253,5
3j89oo85xe,6470,1
3pkyo464ge,5988,1
37rwrzpgxn,6010,7
e24w8kgjj3,8780,1
3zxmmygawe,12374,6
346z8vkw4n,9248,2
erbkljlqj3,5066,2
36v4p85a9e,2377,1
34jbka6vp3,1334,6
ek9l2o8v5n,2972,1
3z72j5gzwn,5473,5
3p2yy8v8ke,17668,1
e5zov6kp9e,15538,2
ekqp8b7o2e,4114,1
3lbwrdpgdn,3390,8
e5zvokrq4e,1019,6
nykyd95gz3,322,2
34ggxb9zm3,17544,1
eko6pmzrdn,8315,14
ngorog9zze,29972,3
3ol56plqz3,10213,2
3jqwkay8we,22962,2
34jwvvgap3,29518,2
3w7dbo9bmn,6756,4
23lq65bvzn,560,3
3z7aa6lo4n,1622,2
nya4dq5kln,2651,14
38dql2dv5n,5047,1
3woxzyqzme,21436,2
ekgyq2r2g3,10549,1
x36pv79o9e,5870,3
3l7mkgv8oe,8400,19
erqmklwr93,798,6
e5vgzzpor3,7698,3
37blg28awe,8739,1
3jvwd8qoo3,3143,1
3a7d62rpb3,4057,4
nyqxyaamy3,668,1
39r2k7mbd3,0,16
edzj5kr9zn,19132,1
nyax9r5dzn,2723,10
ekobvjlpgn,1923,9
63xvazal4e,12507,1
3j6vkg64xn,5264,1
375ra9jdxe,23462,1
3py57aqw83,7993,4
39w9zpokgn,2081,5
era92rvx5n,2380,8
edxl2vozg3,5620,6
edokk2bmg3,778,5
3a56jagp7e,37288,3
36yj67vrje,1508,2
3pq5p728ke,7880,1
nm84k4a5d3,5075,4
ng8zgb8bz3,11688,2
3j6kl4zp6n,23197,1
nvooljg9xe,2436,4
36v4vw7l8e,17624,3
3ob247llzn,33432,3
39z6bmw6yn,18039,2
nb842or8an,1588,6
e5pxzaodg3,18745,3
ekgpmob923,2375,5
3zxabw2w7e,20881,1
34p2w6b6p3,2137,5
38dg7m7z5n,3302,1
367p6pbdje,32387,1
3796rjdjjn,11542,2
nmomy99kve,3417,5
3xlyvykap3,4460,1
3jzg9kkawe,6348,1
3az8wp88ve,4341,1
3xyyzodyxe,7984,2
36po54jgxe,7847,1
39jqv2dwye,749,1
3pqvg9qqge,3961,6
e5gm5446b3,7298,6
erd58mw25n,10426,1
3wokkymbye,11117,1
3zz7j6pow3,5250,1
er7oa6go9n,2356,3
37x4p66zxn,3453,3
nyy2ljmkzn,26870,5
ny46rg48gn,14134,34
34kvvbxjje,2911,3
3zw76z7rw3,8829,1
ekolkl4mrn,28277,2
erqgqkvw73,4131,3
366dbk2r83,6552,1
e2dg4o2m73,20390,1
3p725oraz3,7342,3
3zd24by4jn,22063,2
3a9xo2rgdn,3949,3
37mowv9lp3,3335,4
384w9vlo5n,12982,6
3zw69y4k83,15309,4
ngbwlo6zb3,4700,2
384bxbbmdn,15413,1
3zd7ydobjn,25870,1
ngggkxgavn,9916,2
wnb84azkxn,1484,8
nvzb8wdo23,4270,3
3ww6dwxzm3,877,5
e5pq75olo3,28983,20
3wy99zwqzn,3747,4
x3amdaorv3,2461,1
34p42a9bp3,1622,5
nv9mwbzxpe,7164,2
nv4zzv4pqn,8426,5
23l25bklon,9419,1
ngq8wvb8r3,1204,5
nbowa9kby3,9868,2
nqzolz67on,20687,3
ekgkkvra53,14971,3
3zp67oyjjn,886,3
nqlap4z8o3,14208,2
3jxzwbbyon,21808,1
e2v7qrp863,12542,5
3xvxjv2qde,15043,4
83w7r649bn,26502,3
3xdor4wlxe,8307,3
e2bba6b9ae,9810,1
nmz48gq493,3593,3
ekowa7w25n,24338,1
eko2myv25n,9212,5
x365w79qkn,6915,1
ngq57vojb3,9607,1
nbk28k6o2n,16977,3
3ob9dqg8gn,13299,14
3axgxkardn,5814,1
ek72plvb43,7443,5
3a94bd47bn,1121,1
nydby8aqgn,31350,4
erak47m89n,14502,1
nbkxrbqzmn,14859,1
23ldpmjwde,5779,1
erqrv5b693,13791,1
ed8p7p24zn,2026,3
3zwwp4r643,1403,2
3pkaklry9e,34503,4
372wbwbxve,1334,2
ek9arydxgn,4757,5
e559z5jloe,5556,1
nvvpd9jyqn,7938,3
qe2mxd7oa3,6107,5
ngawj6jkbn,536,6
er6qdap79e,7765,9
39rl66kgd3,10389,9
e5z7y4pkre,11624,1
3p2ld286ke,32056,3
23ld6ak2de,2797,6
3jzzvd7xxe,8420,2
38vy5a4xdn,7901,3
388vz8lvj3,3995,2
e25ropwqje,4321,2
o3ppy427k3,7613,2
3l2b2ypjzn,22222,1
34bamyk6ke,3564,5
3lpadawg7e,6312,1
3almp4m78n,6845,1
nqzpxyxawn,15231,2
39wbw46rdn,13069,1
e5p8jy9bg3,4731,6
nm2gmqy7d3,20424,1
e226zopgje,17110,1
3xaa826yde,7573,12
3pq5yqx5ge,8922,3
39grbmq8pe,11720,1
3l6w7w2ay3,12988,4
3jrqyp5jpn,2419,2
3l64qokwd3,20840,2
3xo2g88px3,17959,1
ngqlypg4a3,1057,1
nm9yk272ke,31417,1
nmzpbmxjd3,4583,1
nb74885xxe,1078,2
3xykvod2le,12685,6
nqq9rq9qwn,5419,5
ek8bl6l2re,7718,1
er2godz2j3,10572,1
34jrk858k3,17817,1
edodb4gzd3,8990,10
3x6o4av943,4769,1
nyd2mrabyn,14876,1
368j24qk9n,9390,1
erg8v8bdjn,1533,3
ngor9p2rze,490,3
3zlx8dgp6e,1673,4
qnvj42wzbn,36508,1
3olqywvp93,15115,2
nmo9zwvk9e,29132,1
er46p6lg5n,17856,1
edga4mmq2e,2240,2
nvvq2zprbn,3145,3
374y774pw3,4001,3
3l6gyp7xb3,1819,5
38j8yz72pn,10351,3
3pqja49kge,3996,5
3azrry7l7e,7330,2
ngb2m4kxv3,0,2
nmkdolb9v3,8410,3
345k49jape,1145,9
qe2pp8w4a3,1007,2
34jpdmb7j3,15784,2
39gb98847e,11312,1
39gdwwd87e,4706,1
3arp8vr2dn,2132,4
ekzwd29zre,20203,2
3j2rjopo6e,1002,2
83zvdkyjn4,996,5
3lpwd8w7ze,3222,4
3obdaj5y6n,25704,1
395wo22xyn,21279,1
3ollb7blz3,8173,1
nbvgp4xd2e,21889,3
ngopwobxre,8971,1
3xomwx4lp3,1855,1
nvyogvk92n,39779,2
nbdypx5ome,2695,2
3l7b5y27ze,3272,8
er7647dz5n,5470,3
erd65dd6ln,6462,2
nm22vbyxd3,11950,1
3azrwkzk8e,32427,1
nq8ovkogmn,5037,2
3xaxzxz8xe,5748,1
nmra272vve,19529,5
er6zxj299e,753,8
e2d8kgora3,2617,1
ek88ymqvde,3660,2
erqggpwp93,560,5
e2b9mzy6je,11181,2
3zgo6zaljn,1285,5
3a8qrory7e,57279,1
3zklwa4k63,8114,4
2ny2kpjyl3,1181,4
36vor7o2xe,23462,2
eddkj56age,855,6
ek8zja75ge,5028,3
3l88o94mon,2185,5
3822qapoo3,8613,6
3zkvg8dz73,13044,2
3a94yljvdn,14702,13
3l7qypwloe,3055,1
ek2okyaxge,3964,1
365gyjbzkn,357,3
nybxykzwl3,8799,8
ekbrrkjlde,385,1
nyyl864wzn,1110,14
nga9rxapbn,4579,4
3zgaxqdq6n,13288,1
3zkoklrv83,24446,3
e5g48qwm93,7848,11
nb6jo6wlm3,15700,1
m39doll2ge,6688,1
er776g4y8n,14947,2
e22xo94d7e,43172,4
edk9vxg44n,28141,4
63xzdxyvxn,7280,4
38xoko42je,6094,2
ngo524aave,2362,1
nvpm7vorpn,3920,18
wnb5644o2n,26175,4
ekzgggrq5e,3364,2
34xp4mo54n,4309,6
nm9yvkb59e,2240,2
er6jv2988e,14788,2
3o2vkd5d6n,7109,1
nqpbmq7mke,3063,5
e2jvpdw7d3,8885,1
nbvg45kqae,1797,1
3j6a5oompn,13275,10
3wqpoxxqm3,998,4
ngvjgdv2rn,2002,1
qnv798v52n,6567,2
3o2j7wgjgn,22842,2
3pad688ab3,652,5
38kooq8253,21965,3
nb6x958my3,8946,1
3zdm6jkwwn,12247,3
394zk72lde,6387,2
ngl88z7wbe,391,3
83zjagy44n,7414,3
3axld9gmbn,1568,1
3aqa98axbe,4627,5
edqmabrkgn,17967,9
34kywmmr4e,596,4
ekbd4q945e,15452,5
er56pxlaj3,14590,3
e227lzwa7e,11076,2
34jamkp5m3,8092,3
e244ag6qk3,15593,9
3lo55wkbz3,4170,5
3p7jo6xxg3,10947,4
nyywqjz2yn,3611,10
nq2m9wwamn,1623,6
3okzv5rlzn,1449,1
ek2wrgg6ge,3652,3
er6xo9647e,7492,2
3lp7ykavde,3436,2
nggdy9zlbn,13606,2
erbq924oj3,2963,5
nmomla5vve,3114,2
nmoxav7a9e,15055,1
374kd8pqw3,11006,1
nykym97kd3,12649,3
34jl6mpby3,15916,8
39goowojde,1855,6
ekzp7zg42e,1349,1
rnqaa6daoe,12410,1
3l6q678l73,16187,3
379g9galpn,20118,1
nby97lq5me,934,1
3lokzxkl73,953,6
erydq5or8n,9331,9
nyda2yma9n,2771,25
37xx7lraxn,3647,2
er7lp4y55n,15888,4
ng97vrx7ze,16046,1
3x6bbpggp3,7747,2
nmod77xmke,11565,1
edd2mrlzze,994,2
366jg27583,21061,8
368zr4dw9n,8159,2
3688589j9n,4953,1
3zdmaz7mwn,967,4
nqy2jg4poe,17209,1
e5gxxwk743,5947,6
3p22m87pbe,5864,1
3xr89v94l3,1173,8
36vmr627xe,1413,6
e2bxzd8yae,4710,1
nvyo9659pn,28243,4
e2248qyj6e,13350,1
3pq2ql6wze,26864,1
nbywovgvae,21615,1
3wyoaxgxxn,1579,3
2nyb68g6g3,4750,1
63xbzormln,1744,2
34j77l5zj3,5175,3
3pmx52ylg3,891,5
3lo95m79z3,4238,1
ed88p8ozdn,7886,1
3azyojzbbe,4636,1
nb7ro7vmme,10008,5
3lpdlmaj7e,29332,5
3o2zp28oyn,24476,1
e57q667m93,9953,3
e2aovml763,959,9
3jx4ywympn,8443,1
3a8kaalq8e,23832,5
erqqwbzz53,2111,1
38x5zgbjde,2786,7
3oomlzk4z3,6815,2
34bo8brq4e,999,1
34kzvk44ye,9150,2
3zaqwkv6jn,527,3
nvvk9ka8pn,7767,2
3zkk6vd583,14313,1
nv4z546vqn,4578,2
346kkw964n,13836,2
3w4ox7xgbn,11872,2
e2jdoxyya3,23895,1
39w6r4zyyn,4001,5
3o4rb69k6e,10996,4
qnvrgz2gbe,1061,4
3lmvyaaroe,16582,3
nvv7papgpn,7806,3
z37om54rvn,5190,8
j3j7p6jq93,9520,2
e2vo4r6g73,18598,1
3j2wdwgv9e,48964,5
3wqa8gwvy3,10312,4
nybkyyavz3,9807,2
ergzql9w7n,7001,1
34pqodow43,43596,5
e5vr86qzo3,46656,17
nqz7mog8on,8847,2
38jp6l7p4n,8089,1
e5gy6qd643,16088,1
3p7barvlg3,1886,3
nglmpybope,11353,7
38zy9j2ro3,7991,1
362qgl498n,21525,1
4ngd64l6vn,742,2
3oboyv44kn,14408,1
3xzjz7a94n,17500,1
g38yyrqdon,2984,2
39gqrzwoye,916,3
364qybq2oe,27138,1
379pga9vxn,5138,1
nmm62yw99n,5295,1
3lpjd4rade,6437,2
e2bm6xzaje,34859,4
3z7kjjpr7n,2063,3
3wq5vky6b3,7113,1
nq8qmw55kn,9658,1
edq49doawn,10368,2
nb6kazd9a3,2358,1
3xaoql9xpe,28044,1
34qmxa99je,4837,2
384k5bjkon,5590,1
3xzwqqy5xn,2867,2
nmrbg85ode,422,4
er6myzr97e,9162,5
ekybjp4v53,939,2
nmqvzjmkj3,6289,1
3lo6o8mxd3,4154,4
83wvm88gxn,7723,2
nyyyr4yazn,13022,7
ngbjal9dr3,647,1
nygqxkqryn,5523,1
3aa7d59r83,5818,9
3lxwxyb4d3,17600,2
ng8ojd5ap3,6805,2
er55z9aa93,3261,2
3jvv9p8po3,3383,10
nqvdao7g6e,618,1
l346mdqp4n,25088,1
nqzr6v7von,5307,2
z37vv4oqv3,10648,1
362bmrll9n,2528,2
3ww2zlkzy3,1616,3
39xog6j6g3,4740,4
nb64gzj293,3934,2
368pjkzg9n,7639,40
3xlmpl86k3,15511,1
nyxxmkjlde,6898,1
34pmvzjwy3,14850,3
edygr5g8ge,7781,10
rnq4jwzyme,7470,1
nb8xw9awyn,5329,4
e59a9gyogn,14996,1
e55r4wo6oe,2302,1
er2dqkjz53,1518,2
3ooqwgl6g3,9645,1
e2jm5rbbd3,3213,1
345mj448pe,411,1
3p7vgy5y83,7698,3
63x7vlyjde,9573,1
nvkjkd59p3,1024,1
36v8rx759e,5056,1
372kv8wvje,33447,1
364myoqk9e,12175,1
e55r2dzgoe,17592,1
e2g8z4ajk3,10594,31
3lbzaz67on,4676,7
nyd5r88dgn,7800,3
